Id,UNIXTime,Data,Time,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Radiation
1535,1474755320,9/24/2016 12:00:00 AM,12:15:20,60,30.47,89,332.06,5.62,06:12:00,18:17:00,128.25
2878,1474345804,9/19/2016 12:00:00 AM,18:30:04,57,30.41,58,126.85,2.25,06:11:00,18:22:00,1.4
5140,1473576021,9/10/2016 12:00:00 AM,20:40:21,50,30.43,90,157.88,3.37,06:09:00,18:30:00,2.24
9464,1477378520,10/24/2016 12:00:00 AM,20:55:20,48,30.47,81,125.07,3.37,06:21:00,17:53:00,1.21
6307,1473076506,9/5/2016 12:00:00 AM,01:55:06,46,30.42,87,178.57,6.75,06:08:00,18:35:00,1.81
9913,1477243217,10/23/2016 12:00:00 AM,07:20:17,46,30.39,100,108.72,10.12,06:20:00,17:54:00,111.33
3652,1474104610,9/16/2016 12:00:00 AM,23:30:10,54,30.48,95,143.01,9.0,06:10:00,18:25:00,1.22
28025,1482212120,12/19/2016 12:00:00 AM,19:35:20,50,30.54,84,171.65,6.75,06:52:00,17:48:00,1.23
6340,1473065103,9/4/2016 12:00:00 AM,22:45:03,49,30.46,97,175.43,6.75,06:08:00,18:35:00,2.23
22698,1478542802,11/7/2016 12:00:00 AM,08:20:02,58,30.46,15,240.92,6.75,06:27:00,17:46:00,453.68
16573,1480381820,11/28/2016 12:00:00 AM,15:10:20,58,30.41,59,61.91,5.62,06:39:00,17:42:00,573.68
12484,1476465320,10/14/2016 12:00:00 AM,07:15:20,55,30.44,22,149.93,4.5,06:17:00,18:00:00,22.97
17121,1480217418,11/26/2016 12:00:00 AM,17:30:18,54,30.44,29,119.19,12.37,06:38:00,17:42:00,26.85
31707,1480879833,12/4/2016 12:00:00 AM,09:30:33,45,30.39,93,189.23,0.0,06:43:00,17:43:00,69.07
17026,1480245921,11/27/2016 12:00:00 AM,01:25:21,45,30.45,99,136.11,11.25,06:38:00,17:42:00,1.23
21397,1478933101,11/11/2016 12:00:00 AM,20:45:01,52,30.49,65,131.09,5.62,06:29:00,17:44:00,1.23
9526,1477359918,10/24/2016 12:00:00 AM,15:45:18,57,30.42,82,0.11,5.62,06:21:00,17:53:00,385.0
28146,1482175552,12/19/2016 12:00:00 AM,09:25:52,51,30.52,86,172.28,10.12,06:52:00,17:48:00,188.29
23845,1478198117,11/3/2016 12:00:00 AM,08:35:17,63,30.46,21,141.88,7.87,06:25:00,17:47:00,512.92
20861,1479093901,11/13/2016 12:00:00 AM,17:25:01,50,30.42,89,87.61,7.87,06:30:00,17:44:00,26.98
5714,1473258024,9/7/2016 12:00:00 AM,04:20:24,43,30.39,68,176.98,6.75,06:08:00,18:33:00,2.37
10036,1477206018,10/22/2016 12:00:00 AM,21:00:18,48,30.43,101,166.57,2.25,06:20:00,17:54:00,1.22
28589,1482042028,12/17/2016 12:00:00 AM,20:20:28,49,30.3,90,195.83,19.12,06:51:00,17:47:00,1.26
21006,1479050402,11/13/2016 12:00:00 AM,05:20:02,44,30.44,60,150.13,6.75,06:30:00,17:44:00,1.18
26126,1482782149,12/26/2016 12:00:00 AM,09:55:49,54,30.49,54,135.5,2.25,06:55:00,17:51:00,491.26
28591,1482041417,12/17/2016 12:00:00 AM,20:10:17,48,30.31,92,155.3,2.25,06:51:00,17:47:00,1.27
20883,1479087302,11/13/2016 12:00:00 AM,15:35:02,56,30.41,73,0.46,7.87,06:30:00,17:44:00,487.35
6812,1472920208,9/3/2016 12:00:00 AM,06:30:08,50,30.42,93,207.52,7.87,06:08:00,18:36:00,16.21
14921,1475718919,10/5/2016 12:00:00 AM,15:55:19,54,30.44,102,52.25,3.37,06:14:00,18:08:00,124.61
30748,1481392539,12/10/2016 12:00:00 AM,07:55:39,48,30.42,98,248.81,4.5,06:47:00,17:44:00,34.25
26700,1482609950,12/24/2016 12:00:00 AM,10:05:50,54,30.48,83,66.85,5.62,06:54:00,17:50:00,672.82
8797,1477579518,10/27/2016 12:00:00 AM,04:45:18,45,30.38,34,196.75,9.0,06:22:00,17:51:00,1.22
17031,1480244418,11/27/2016 12:00:00 AM,01:00:18,45,30.46,98,131.86,7.87,06:38:00,17:42:00,1.22
25022,1483113602,12/30/2016 12:00:00 AM,06:00:02,41,30.3,77,181.97,6.75,06:57:00,17:54:00,1.21
25799,1482880250,12/27/2016 12:00:00 AM,13:10:50,59,30.41,22,58.03,7.87,06:56:00,17:52:00,848.9
21823,1478805302,11/10/2016 12:00:00 AM,09:15:02,61,30.47,14,337.26,6.75,06:28:00,17:45:00,612.65
15603,1475509819,10/3/2016 12:00:00 AM,05:50:19,48,30.42,89,110.74,6.75,06:14:00,18:09:00,1.21
31825,1480844433,12/3/2016 12:00:00 AM,23:40:33,45,30.34,93,172.37,4.5,06:42:00,17:43:00,1.22
16492,1480406101,11/28/2016 12:00:00 AM,21:55:01,40,30.46,99,105.22,13.5,06:39:00,17:42:00,1.2
245,1475155223,9/29/2016 12:00:00 AM,03:20:23,47,30.38,57,170.61,4.5,06:13:00,18:13:00,1.18
5483,1473395422,9/8/2016 12:00:00 AM,18:30:22,50,30.4,101,43.98,3.37,06:09:00,18:32:00,4.11
5324,1473492025,9/9/2016 12:00:00 AM,21:20:25,47,30.38,93,96.84,1.12,06:09:00,18:31:00,1.54
14791,1475759723,10/6/2016 12:00:00 AM,03:15:23,48,30.43,91,190.76,4.5,06:15:00,18:07:00,1.19
30390,1481499934,12/11/2016 12:00:00 AM,13:45:34,54,30.37,99,308.48,16.87,06:47:00,17:44:00,454.56
13524,1476147619,10/10/2016 12:00:00 AM,15:00:19,63,30.39,48,0.13,7.87,06:16:00,18:03:00,707.95
18709,1479740101,11/21/2016 12:00:00 AM,04:55:01,42,30.41,89,49.31,5.62,06:35:00,17:42:00,1.2
308,1475136020,9/28/2016 12:00:00 AM,22:00:20,51,30.43,73,146.94,7.87,06:13:00,18:14:00,1.2
30638,1481425540,12/10/2016 12:00:00 AM,17:05:40,50,30.38,102,25.99,0.0,06:47:00,17:44:00,6.63
13172,1476254424,10/11/2016 12:00:00 AM,20:40:24,52,30.47,79,158.12,3.37,06:16:00,18:03:00,1.25
20177,1479299406,11/16/2016 12:00:00 AM,02:30:06,46,30.45,25,129.72,10.12,06:32:00,17:43:00,1.23
26953,1482534039,12/23/2016 12:00:00 AM,13:00:39,58,30.44,64,353.61,10.12,06:54:00,17:50:00,842.69
17959,1479965402,11/23/2016 12:00:00 AM,19:30:02,44,30.46,91,120.42,4.5,06:36:00,17:42:00,1.21
29351,1481812202,12/15/2016 12:00:00 AM,04:30:02,39,30.25,77,246.01,5.62,06:50:00,17:46:00,1.3
8165,1477769118,10/29/2016 12:00:00 AM,09:25:18,50,30.44,102,52.35,5.62,06:23:00,17:50:00,319.87
31856,1480835136,12/3/2016 12:00:00 AM,21:05:36,45,30.34,93,155.71,2.25,06:42:00,17:43:00,1.2
7201,1472799907,9/1/2016 12:00:00 AM,21:05:07,50,30.46,68,167.13,4.5,06:07:00,18:38:00,3.38
20807,1479110101,11/13/2016 12:00:00 AM,21:55:01,45,30.47,86,122.47,11.25,06:30:00,17:44:00,1.21
14710,1475784024,10/6/2016 12:00:00 AM,10:00:24,58,30.49,90,359.92,3.37,06:15:00,18:07:00,862.05
28517,1482063920,12/18/2016 12:00:00 AM,02:25:20,46,30.32,97,320.32,3.37,06:51:00,17:47:00,1.25
59,1475211624,9/29/2016 12:00:00 AM,19:00:24,51,30.45,52,145.77,5.62,06:13:00,18:13:00,1.23
25755,1482893439,12/27/2016 12:00:00 AM,16:50:39,56,30.4,21,111.73,11.25,06:56:00,17:52:00,239.09
7260,1472779810,9/1/2016 12:00:00 AM,15:30:10,62,30.41,56,76.66,2.25,06:07:00,18:38:00,725.79
17605,1480071603,11/25/2016 12:00:00 AM,01:00:03,47,30.49,101,111.5,11.25,06:37:00,17:42:00,1.21
31150,1481271639,12/8/2016 12:00:00 AM,22:20:39,51,30.4,46,107.96,2.25,06:45:00,17:44:00,1.24
22521,1478595901,11/7/2016 12:00:00 AM,23:05:01,46,30.45,46,99.51,2.25,06:27:00,17:46:00,1.25
925,1474946720,9/26/2016 12:00:00 AM,17:25:20,54,30.38,86,42.52,13.5,06:12:00,18:15:00,158.22
1362,1474808426,9/25/2016 12:00:00 AM,03:00:26,47,30.45,69,177.32,7.87,06:12:00,18:16:00,1.22
27791,1482282318,12/20/2016 12:00:00 AM,15:05:18,57,30.48,60,90.43,4.5,06:52:00,17:48:00,501.46
23089,1478425501,11/5/2016 12:00:00 AM,23:45:01,48,30.5,27,196.92,10.12,06:26:00,17:46:00,1.23
31422,1480965633,12/5/2016 12:00:00 AM,09:20:33,45,30.37,93,274.42,6.75,06:44:00,17:43:00,273.68
333,1475128521,9/28/2016 12:00:00 AM,19:55:21,53,30.41,68,103.2,6.75,06:13:00,18:14:00,1.22
29862,1481658302,12/13/2016 12:00:00 AM,09:45:02,49,30.33,82,302.12,11.25,06:48:00,17:45:00,630.6
26471,1482678696,12/25/2016 12:00:00 AM,05:11:36,46,30.42,31,161.73,15.75,06:55:00,17:51:00,1.21
26208,1482757549,12/26/2016 12:00:00 AM,03:05:49,40,30.43,61,184.5,10.12,06:55:00,17:51:00,1.17
14829,1475747118,10/5/2016 12:00:00 AM,23:45:18,50,30.47,90,179.82,3.37,06:14:00,18:08:00,1.22
23060,1478434203,11/6/2016 12:00:00 AM,02:10:03,47,30.47,27,144.96,7.87,06:26:00,17:46:00,1.22
10459,1477078818,10/21/2016 12:00:00 AM,09:40:18,49,30.46,101,11.05,6.75,06:19:00,17:55:00,222.39
1870,1474653919,9/23/2016 12:00:00 AM,08:05:19,54,30.46,101,58.32,5.62,06:12:00,18:18:00,420.58
23940,1478169619,11/3/2016 12:00:00 AM,00:40:19,46,30.45,36,168.9,7.87,06:25:00,17:47:00,1.2
25776,1482887151,12/27/2016 12:00:00 AM,15:05:51,58,30.39,25,125.72,3.37,06:56:00,17:52:00,504.94
1166,1474867223,9/25/2016 12:00:00 AM,19:20:23,51,30.45,93,116.87,4.5,06:12:00,18:16:00,1.2
6536,1473005105,9/4/2016 12:00:00 AM,06:05:05,52,30.44,88,167.75,6.75,06:08:00,18:35:00,5.96
16264,1480474502,11/29/2016 12:00:00 AM,16:55:02,47,30.4,99,143.88,5.62,06:40:00,17:42:00,38.15
19507,1479500418,11/18/2016 12:00:00 AM,10:20:18,53,30.44,98,57.75,9.0,06:33:00,17:43:00,982.55
12833,1476358518,10/13/2016 12:00:00 AM,01:35:18,50,30.47,46,158.34,9.0,06:17:00,18:01:00,1.25
25294,1483031749,12/29/2016 12:00:00 AM,07:15:49,43,30.35,101,163.04,3.37,06:56:00,17:53:00,15.5
32358,1480684502,12/2/2016 12:00:00 AM,03:15:02,45,30.36,93,163.87,7.87,06:42:00,17:42:00,1.2
19757,1479425421,11/17/2016 12:00:00 AM,13:30:21,61,30.42,28,28.09,5.62,06:32:00,17:43:00,838.9
30463,1481478065,12/11/2016 12:00:00 AM,07:41:05,45,30.41,99,178.25,1.12,06:47:00,17:44:00,56.93
1419,1474790124,9/24/2016 12:00:00 AM,21:55:24,49,30.51,70,172.41,3.37,06:12:00,18:17:00,1.21
31965,1480802434,12/3/2016 12:00:00 AM,12:00:34,45,30.32,93,315.16,6.75,06:42:00,17:43:00,186.95
17766,1480023304,11/24/2016 12:00:00 AM,11:35:04,52,30.47,92,349.99,7.87,06:37:00,17:42:00,413.77
27146,1482476145,12/22/2016 12:00:00 AM,20:55:45,51,30.46,27,148.82,16.87,06:53:00,17:49:00,1.22
18967,1479662720,11/20/2016 12:00:00 AM,07:25:20,46,30.44,102,127.2,3.37,06:34:00,17:42:00,21.85
31649,1480897236,12/4/2016 12:00:00 AM,14:20:36,45,30.32,93,66.4,4.5,06:43:00,17:43:00,62.82
26844,1482566749,12/23/2016 12:00:00 AM,22:05:49,48,30.49,37,167.67,10.12,06:54:00,17:50:00,1.23
20318,1479256802,11/15/2016 12:00:00 AM,14:40:02,58,30.44,79,108.74,7.87,06:31:00,17:43:00,687.42
2205,1474552520,9/22/2016 12:00:00 AM,03:55:20,45,30.38,69,121.82,5.62,06:11:00,18:19:00,1.23
11753,1476689122,10/16/2016 12:00:00 AM,21:25:22,54,30.51,38,113.4,5.62,06:18:00,17:59:00,1.25
5936,1473189623,9/6/2016 12:00:00 AM,09:20:23,58,30.42,69,353.18,3.37,06:08:00,18:34:00,757.23
11180,1476862520,10/18/2016 12:00:00 AM,21:35:20,51,30.46,89,152.94,4.5,06:18:00,17:57:00,1.21
20050,1479337502,11/16/2016 12:00:00 AM,13:05:02,65,30.43,17,72.71,7.87,06:32:00,17:43:00,882.81
8939,1477536623,10/26/2016 12:00:00 AM,16:50:23,56,30.39,73,77.79,5.62,06:21:00,17:52:00,207.87
20933,1479072301,11/13/2016 12:00:00 AM,11:25:01,58,30.47,52,8.56,4.5,06:30:00,17:44:00,891.55
17549,1480088703,11/25/2016 12:00:00 AM,05:45:03,46,30.46,101,122.02,3.37,06:37:00,17:42:00,1.2
12804,1476367220,10/13/2016 12:00:00 AM,04:00:20,47,30.45,49,174.01,6.75,06:17:00,18:01:00,1.23
6421,1473040809,9/4/2016 12:00:00 AM,16:00:09,55,30.43,101,76.48,3.37,06:08:00,18:35:00,58.83
9563,1477348820,10/24/2016 12:00:00 AM,12:40:20,58,30.43,79,66.58,11.25,06:21:00,17:53:00,954.87
12801,1476368123,10/13/2016 12:00:00 AM,04:15:23,47,30.45,49,176.17,7.87,06:17:00,18:01:00,1.24
24004,1478150118,11/2/2016 12:00:00 AM,19:15:18,49,30.45,30,123.95,4.5,06:24:00,17:48:00,1.21
11852,1476659120,10/16/2016 12:00:00 AM,13:05:20,67,30.51,20,24.81,9.0,06:18:00,17:59:00,1057.69
20723,1479135304,11/14/2016 12:00:00 AM,04:55:04,45,30.43,44,156.72,5.62,06:31:00,17:43:00,1.19
6660,1472966408,9/3/2016 12:00:00 AM,19:20:08,56,30.45,101,265.86,1.12,06:08:00,18:36:00,2.61
1205,1474855522,9/25/2016 12:00:00 AM,16:05:22,59,30.44,84,0.18,0.0,06:12:00,18:16:00,554.98
6677,1472961004,9/3/2016 12:00:00 AM,17:50:04,58,30.43,98,266.98,3.37,06:08:00,18:36:00,35.37
21786,1478816401,11/10/2016 12:00:00 AM,12:20:01,65,30.46,58,0.11,13.5,06:28:00,17:45:00,899.23
31516,1480937433,12/5/2016 12:00:00 AM,01:30:33,45,30.33,93,262.36,1.12,06:44:00,17:43:00,1.22
29357,1481810401,12/15/2016 12:00:00 AM,04:00:01,39,30.24,74,228.94,9.0,06:50:00,17:46:00,1.28
27710,1482306620,12/20/2016 12:00:00 AM,21:50:20,47,30.51,83,159.33,10.12,06:52:00,17:48:00,1.22
28882,1481953837,12/16/2016 12:00:00 AM,19:50:37,48,30.23,25,193.18,21.37,06:50:00,17:46:00,1.25
18095,1479924306,11/23/2016 12:00:00 AM,08:05:06,45,30.45,100,172.91,4.5,06:36:00,17:42:00,291.33
17896,1479984302,11/24/2016 12:00:00 AM,00:45:02,43,30.46,69,162.33,7.87,06:37:00,17:42:00,1.22
30331,1481517636,12/11/2016 12:00:00 AM,18:40:36,50,30.38,102,240.42,3.37,06:47:00,17:44:00,1.3
24405,1478029517,11/1/2016 12:00:00 AM,09:45:17,57,30.5,35,133.85,3.37,06:24:00,17:48:00,603.87
4290,1473835802,9/13/2016 12:00:00 AM,20:50:02,53,30.45,101,300.95,1.12,06:10:00,18:27:00,2.42
29393,1481799613,12/15/2016 12:00:00 AM,01:00:13,37,30.26,75,222.94,4.5,06:50:00,17:46:00,1.3
14734,1475776824,10/6/2016 12:00:00 AM,08:00:24,51,30.48,91,178.54,2.25,06:15:00,18:07:00,210.75
6195,1473110406,9/5/2016 12:00:00 AM,11:20:06,62,30.45,60,309.53,6.75,06:08:00,18:35:00,1036.12
2927,1474330803,9/19/2016 12:00:00 AM,14:20:03,66,30.41,43,336.44,7.87,06:11:00,18:22:00,931.33
13510,1476151821,10/10/2016 12:00:00 AM,16:10:21,60,30.4,63,0.6,3.37,06:16:00,18:03:00,442.56
10062,1477198217,10/22/2016 12:00:00 AM,18:50:17,47,30.41,97,100.21,2.25,06:20:00,17:54:00,1.22
6839,1472912104,9/3/2016 12:00:00 AM,04:15:04,51,30.4,96,242.9,5.62,06:08:00,18:36:00,2.94
25197,1483061103,12/29/2016 12:00:00 AM,15:25:03,49,30.28,102,21.02,3.37,06:56:00,17:53:00,292.01
4591,1473743704,9/12/2016 12:00:00 AM,19:15:04,55,30.48,99,344.46,2.25,06:09:00,18:28:00,2.01
30801,1481376653,12/10/2016 12:00:00 AM,03:30:53,49,30.37,96,158.31,2.25,06:47:00,17:44:00,1.24
5625,1473307523,9/7/2016 12:00:00 AM,18:05:23,57,30.41,84,72.91,1.12,06:08:00,18:33:00,37.14
8542,1477656017,10/28/2016 12:00:00 AM,02:00:17,47,30.4,100,131.65,6.75,06:22:00,17:51:00,1.19
586,1475050522,9/27/2016 12:00:00 AM,22:15:22,50,30.41,92,180.08,5.62,06:13:00,18:15:00,1.26
9629,1477328717,10/24/2016 12:00:00 AM,07:05:17,50,30.43,58,178.45,10.12,06:21:00,17:53:00,36.25
26334,1482719745,12/25/2016 12:00:00 AM,16:35:45,47,30.41,97,133.02,4.5,06:55:00,17:51:00,118.41
23949,1478166621,11/2/2016 12:00:00 AM,23:50:21,46,30.46,36,181.39,7.87,06:24:00,17:48:00,1.2
28972,1481926817,12/16/2016 12:00:00 AM,12:20:17,53,30.26,77,71.08,2.25,06:50:00,17:46:00,860.12
3043,1474295402,9/19/2016 12:00:00 AM,04:30:02,48,30.41,51,189.5,9.0,06:11:00,18:22:00,1.24
14023,1475992825,10/8/2016 12:00:00 AM,20:00:25,52,30.42,98,170.63,4.5,06:15:00,18:05:00,1.28
10941,1476934219,10/19/2016 12:00:00 AM,17:30:19,53,30.43,102,120.62,6.75,06:19:00,17:56:00,11.75
30347,1481512824,12/11/2016 12:00:00 AM,17:20:24,52,30.37,102,328.69,7.87,06:47:00,17:44:00,17.11
10548,1477052117,10/21/2016 12:00:00 AM,02:15:17,46,30.41,98,180.42,6.75,06:19:00,17:55:00,1.22
12896,1476338423,10/12/2016 12:00:00 AM,20:00:23,54,30.48,32,141.23,6.75,06:16:00,18:02:00,1.25
24141,1478109017,11/2/2016 12:00:00 AM,07:50:17,48,30.47,36,158.59,6.75,06:24:00,17:48:00,343.87
21154,1479006002,11/12/2016 12:00:00 AM,17:00:02,55,30.44,85,62.57,3.37,06:30:00,17:44:00,54.61
13717,1476087320,10/9/2016 12:00:00 AM,22:15:20,50,30.44,90,183.2,5.62,06:16:00,18:04:00,1.22
19058,1479635120,11/19/2016 12:00:00 AM,23:45:20,50,30.45,101,168.98,4.5,06:34:00,17:42:00,1.23
19681,1479448217,11/17/2016 12:00:00 AM,19:50:17,51,30.44,21,168.06,6.75,06:32:00,17:43:00,1.22
29177,1481865318,12/15/2016 12:00:00 AM,19:15:18,47,30.25,103,292.99,5.62,06:50:00,17:46:00,1.27
18151,1479907505,11/23/2016 12:00:00 AM,03:25:05,41,30.39,85,227.48,3.37,06:36:00,17:42:00,1.19
4407,1473800706,9/13/2016 12:00:00 AM,11:05:06,65,30.46,50,304.68,5.62,06:10:00,18:27:00,983.0
21557,1478885102,11/11/2016 12:00:00 AM,07:25:02,49,30.49,38,187.48,6.75,06:29:00,17:44:00,22.25
29193,1481860503,12/15/2016 12:00:00 AM,17:55:03,47,30.23,102,327.08,5.62,06:50:00,17:46:00,1.6
21564,1478883002,11/11/2016 12:00:00 AM,06:50:02,46,30.48,40,180.77,9.0,06:29:00,17:44:00,15.01
1187,1474860922,9/25/2016 12:00:00 AM,17:35:22,59,30.44,74,347.08,7.87,06:12:00,18:16:00,96.45
21305,1478960701,11/12/2016 12:00:00 AM,04:25:01,44,30.46,83,185.86,3.37,06:30:00,17:44:00,1.2
24349,1478046318,11/1/2016 12:00:00 AM,14:25:18,58,30.45,39,85.87,6.75,06:24:00,17:48:00,824.28
23288,1478365818,11/5/2016 12:00:00 AM,07:10:18,48,30.49,34,175.56,9.0,06:26:00,17:46:00,19.96
13002,1476306622,10/12/2016 12:00:00 AM,11:10:22,60,30.47,79,85.64,10.12,06:16:00,18:02:00,1053.1
31618,1480906534,12/4/2016 12:00:00 AM,16:55:34,45,30.33,93,143.01,9.0,06:43:00,17:43:00,46.05
19774,1479420317,11/17/2016 12:00:00 AM,12:05:17,61,30.44,29,336.24,13.5,06:32:00,17:43:00,909.06
16227,1475320221,10/1/2016 12:00:00 AM,01:10:21,50,30.45,98,109.41,5.62,06:13:00,18:11:00,1.26
25061,1483101901,12/30/2016 12:00:00 AM,02:45:01,41,30.29,88,202.87,6.75,06:57:00,17:54:00,1.23
27187,1482463849,12/22/2016 12:00:00 AM,17:30:49,57,30.43,23,115.87,10.12,06:53:00,17:49:00,18.72
22242,1478679604,11/8/2016 12:00:00 AM,22:20:04,47,30.46,97,192.0,5.62,06:27:00,17:45:00,1.28
32640,1480599903,12/1/2016 12:00:00 AM,03:45:03,43,30.4,97,170.61,5.62,06:41:00,17:42:00,1.19
21775,1478819701,11/10/2016 12:00:00 AM,13:15:01,63,30.44,61,30.32,4.5,06:28:00,17:45:00,929.85
27551,1482354370,12/21/2016 12:00:00 AM,11:06:10,59,30.45,40,88.76,5.62,06:53:00,17:49:00,790.54
19227,1479584418,11/19/2016 12:00:00 AM,09:40:18,54,30.46,62,98.38,11.25,06:34:00,17:42:00,592.75
28014,1482215435,12/19/2016 12:00:00 AM,20:30:35,49,30.55,86,164.91,6.75,06:52:00,17:48:00,1.26
15744,1475466320,10/2/2016 12:00:00 AM,17:45:20,53,30.41,101,54.57,7.87,06:14:00,18:10:00,22.32
32288,1480705504,12/2/2016 12:00:00 AM,09:05:04,45,30.41,93,195.06,12.37,06:42:00,17:42:00,8.65
26422,1482693395,12/25/2016 12:00:00 AM,09:16:35,50,30.46,100,15.03,10.12,06:55:00,17:51:00,309.18
10325,1477119017,10/21/2016 12:00:00 AM,20:50:17,45,30.45,93,143.11,6.75,06:19:00,17:55:00,1.21
9644,1477324220,10/24/2016 12:00:00 AM,05:50:20,48,30.42,59,166.46,9.0,06:21:00,17:53:00,1.21
23613,1478268017,11/4/2016 12:00:00 AM,04:00:17,44,30.42,36,188.94,9.0,06:25:00,17:47:00,1.19
17609,1480070403,11/25/2016 12:00:00 AM,00:40:03,46,30.49,101,154.82,6.75,06:37:00,17:42:00,1.22
28984,1481923218,12/16/2016 12:00:00 AM,11:20:18,55,30.26,54,13.1,5.62,06:50:00,17:46:00,823.06
9361,1477409718,10/25/2016 12:00:00 AM,05:35:18,47,30.44,59,191.34,10.12,06:21:00,17:52:00,1.21
30741,1481394652,12/10/2016 12:00:00 AM,08:30:52,50,30.42,96,199.45,0.0,06:47:00,17:44:00,62.46
3717,1474085106,9/16/2016 12:00:00 AM,18:05:06,55,30.44,97,148.63,3.37,06:10:00,18:25:00,32.76
11550,1476751518,10/17/2016 12:00:00 AM,14:45:18,63,30.41,65,64.45,7.87,06:18:00,17:58:00,733.04
1144,1474873822,9/25/2016 12:00:00 AM,21:10:22,48,30.47,59,174.3,6.75,06:12:00,18:16:00,1.25
23138,1478410802,11/5/2016 12:00:00 AM,19:40:02,52,30.48,29,183.73,7.87,06:26:00,17:46:00,1.26
15418,1475566525,10/3/2016 12:00:00 AM,21:35:25,51,30.46,100,161.01,1.12,06:14:00,18:09:00,1.27
4630,1473732019,9/12/2016 12:00:00 AM,16:00:19,57,30.46,97,355.81,5.62,06:09:00,18:28:00,52.42
28481,1482074718,12/18/2016 12:00:00 AM,05:25:18,46,30.33,91,224.97,15.75,06:51:00,17:47:00,1.24
1158,1474869619,9/25/2016 12:00:00 AM,20:00:19,51,30.46,55,169.43,4.5,06:12:00,18:16:00,1.23
17541,1480091106,11/25/2016 12:00:00 AM,06:25:06,46,30.47,101,133.56,3.37,06:37:00,17:42:00,1.22
21104,1479021002,11/12/2016 12:00:00 AM,21:10:02,48,30.49,55,153.78,4.5,06:30:00,17:44:00,1.21
25440,1482987940,12/28/2016 12:00:00 AM,19:05:40,43,30.36,101,136.54,2.25,06:56:00,17:52:00,1.19
27064,1482500749,12/23/2016 12:00:00 AM,03:45:49,45,30.43,37,149.53,11.25,06:54:00,17:50:00,1.22
15984,1475393122,10/1/2016 12:00:00 AM,21:25:22,51,30.47,102,69.11,5.62,06:13:00,18:11:00,1.27
26294,1482731742,12/25/2016 12:00:00 AM,19:55:42,47,30.44,100,336.51,3.37,06:55:00,17:51:00,1.18
12876,1476344421,10/12/2016 12:00:00 AM,21:40:21,53,30.5,38,149.75,7.87,06:16:00,18:02:00,1.22
25284,1483034740,12/29/2016 12:00:00 AM,08:05:40,45,30.36,102,152.91,3.37,06:56:00,17:53:00,119.71
13952,1476015621,10/9/2016 12:00:00 AM,02:20:21,49,30.4,85,184.91,9.0,06:16:00,18:04:00,1.22
7738,1477897521,10/30/2016 12:00:00 AM,21:05:21,44,30.5,101,146.09,11.25,06:23:00,17:49:00,1.19
29395,1481799002,12/15/2016 12:00:00 AM,00:50:02,37,30.27,83,248.43,3.37,06:50:00,17:46:00,1.32
3882,1473961208,9/15/2016 12:00:00 AM,07:40:08,49,30.43,99,169.52,4.5,06:10:00,18:26:00,60.86
29400,1481797502,12/15/2016 12:00:00 AM,00:25:02,42,30.26,54,187.39,9.0,06:50:00,17:46:00,1.31
15505,1475539820,10/3/2016 12:00:00 AM,14:10:20,54,30.43,101,26.83,1.12,06:14:00,18:09:00,141.58
27470,1482378650,12/21/2016 12:00:00 AM,17:50:50,49,30.4,86,114.22,9.0,06:53:00,17:49:00,5.39
24404,1478029818,11/1/2016 12:00:00 AM,09:50:18,57,30.5,35,68.3,4.5,06:24:00,17:48:00,510.29
3872,1473964205,9/15/2016 12:00:00 AM,08:30:05,51,30.46,99,156.58,6.75,06:10:00,18:26:00,26.02
22970,1478461203,11/6/2016 12:00:00 AM,09:40:03,63,30.5,19,0.97,5.62,06:26:00,17:46:00,726.78
4807,1473678029,9/12/2016 12:00:00 AM,01:00:29,46,30.49,89,191.87,5.62,06:09:00,18:28:00,1.98
15666,1475490923,10/3/2016 12:00:00 AM,00:35:23,50,30.44,102,113.74,1.12,06:14:00,18:09:00,1.25
19992,1479354902,11/16/2016 12:00:00 AM,17:55:02,56,30.42,21,119.01,22.5,06:32:00,17:43:00,1.87
2946,1474325103,9/19/2016 12:00:00 AM,12:45:03,67,30.43,22,21.1,11.25,06:11:00,18:22:00,1055.14
11034,1476906320,10/19/2016 12:00:00 AM,09:45:20,58,30.47,91,120.62,5.62,06:19:00,17:56:00,494.9
7603,1477938323,10/31/2016 12:00:00 AM,08:25:23,50,30.49,101,45.59,3.37,06:23:00,17:49:00,180.22
14297,1475909121,10/7/2016 12:00:00 AM,20:45:21,51,30.44,101,162.5,4.5,06:15:00,18:06:00,1.22
32317,1480696803,12/2/2016 12:00:00 AM,06:40:03,45,30.38,93,157.33,6.75,06:42:00,17:42:00,1.18
18430,1479823803,11/22/2016 12:00:00 AM,04:10:03,46,30.4,103,123.23,1.12,06:35:00,17:42:00,1.24
3611,1474118107,9/17/2016 12:00:00 AM,03:15:07,53,30.44,96,139.23,6.75,06:10:00,18:24:00,1.24
28543,1482056120,12/18/2016 12:00:00 AM,00:15:20,47,30.31,101,139.95,3.37,06:51:00,17:47:00,1.25
10221,1477150518,10/22/2016 12:00:00 AM,05:35:18,49,30.4,102,135.03,1.12,06:20:00,17:54:00,1.23
5318,1473493822,9/9/2016 12:00:00 AM,21:50:22,46,30.38,97,161.29,6.75,06:09:00,18:31:00,1.44
